horizon,model,RMSE,Rsquared,MAE,mtry,splitrule,min.node.size,Resample
4,rf_lag123_caret_cv,0.6434847369310122,0.8255317663953308,0.2615005679335601,3,variance,5,Fold7
4,rf_lag123_caret_cv,0.556974086027909,0.8634123311850765,0.24560933072537527,1,variance,5,Fold8
4,rf_lag123_caret_cv,0.5638645262042339,0.8586577112981504,0.23446627402599643,2,variance,5,Fold8
4,rf_lag123_caret_cv,0.5669110785724232,0.8569110548869938,0.2328194400763799,3,variance,5,Fold8
4,rf_lag123_caret_cv,0.6015398606818979,0.8471124612280958,0.26143330091434025,1,variance,5,Fold9
4,rf_lag123_caret_cv,0.6221024690796826,0.8348840057698643,0.25763848361688974,2,variance,5,Fold9
4,rf_lag123_caret_cv,0.635733769177173,0.8269102308820651,0.25867710177345027,3,variance,5,Fold9
5,rf_lag123_caret_cv,0.74151124110652,0.6715150090075956,0.2679218655618042,1,variance,5,Fold1
5,rf_lag123_caret_cv,0.749460839242242,0.6652880947008386,0.26101390295456406,2,variance,5,Fold1
5,rf_lag123_caret_cv,0.7585627384028307,0.6578281406171221,0.2610556615355106,3,variance,5,Fold1
5,rf_lag123_caret_cv,0.6738923784255345,0.808862014324306,0.27734160661140106,1,variance,5,Fold10
5,rf_lag123_caret_cv,0.6866770681140212,0.8012432958790285,0.273201427289227,2,variance,5,Fold10
5,rf_lag123_caret_cv,0.6929162452780137,0.7976172317412131,0.27419860864019235,3,variance,5,Fold10
5,rf_lag123_caret_cv,0.6763825179806598,0.7550412819534931,0.2628215882578765,1,variance,5,Fold2
5,rf_lag123_caret_cv,0.6972159118040874,0.7376496109423611,0.260065367390032,2,variance,5,Fold2
5,rf_lag123_caret_cv,0.7088542984945416,0.728261522269652,0.26151124559874256,3,variance,5,Fold2
5,rf_lag123_caret_cv,0.7249232702459281,0.7330434876428928,0.277643327310903,1,variance,5,Fold3
5,rf_lag123_caret_cv,0.736496450591299,0.7209362439909442,0.27165739873967926,2,variance,5,Fold3
5,rf_lag123_caret_cv,0.7402781099983465,0.7170726254139602,0.2709644259857281,3,variance,5,Fold3
5,rf_lag123_caret_cv,0.7293415432044008,0.790169764072356,0.27981722552884936,1,variance,5,Fold4
5,rf_lag123_caret_cv,0.7367081023039452,0.781645020679013,0.2713774509039436,2,variance,5,Fold4
5,rf_lag123_caret_cv,0.74043958055203285,0.778436597547205,0.2713690783089961,3,variance,5,Fold4
5,rf_lag123_caret_cv,0.7183828123702134,0.7938405967415484,0.29657524998418955,1,variance,5,Fold5
5,rf_lag123_caret_cv,0.7299203676290636,0.7863623920022912,0.291718981928358,2,variance,5,Fold5
5,rf_lag123_caret_cv,0.7320719305437902,0.7850807556476841,0.29045329896207933,3,variance,5,Fold5
5,rf_lag123_caret_cv,0.694963752387577,0.7930841172493345,0.3021066086568464,1,variance,5,Fold6
